duration,-13.125000000002718,-11.875000000016732,-11.25000000002374,-9.9999999999989,-9.375000000005906,-8.125000000006043,-8.125000000003267,-8.124999999992166,-6.250000000013189,-6.250000000013187,-6.249999999985434,-4.999999999999449,-3.1250000000204725,-3.124999999992717,0.0,3.124999999992717,3.1250000000204725,4.999999999999449,6.249999999985434,6.2499999999993125,6.250000000013187,6.250000000013189,6.875000000006183,8.124999999992166,8.125000000003267,9.375000000005906,9.9999999999989,10.000000000010001,13.124999999991616,20.62499999999079,sum
1.0,,,,0.014598540145985401,,,,,,,,0.014598540145985401,,,,,,0.014598540145985401,,,0.014598540145985401,,,,,,0.029197080291970802,,,,0.08759124087591241
2.0,,,,,,0.014598540145985401,,0.014598540145985401,,,0.014598540145985401,,,,,,0.014598540145985401,0.014598540145985401,0.014598540145985401,,,,,0.014598540145985401,,,,,,,0.1021897810218978
3.0,,,0.0072992700729927005,,,,,,,,,,,,,,,0.014598540145985401,,0.014598540145985401,0.014598540145985401,,,,,,,,,,0.0510948905109489
4.0,,,,,,,,,,,,,,,,,,0.014598540145985401,0.014598540145985401,,,,,,,,,,,,0.029197080291970802
6.0,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,0.014598540145985401
8.0,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,0.014598540145985401,,,,,,0.029197080291970802
9.0,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,0.014598540145985401,,,0.029197080291970802
14.0,,0.014598540145985401,,0.014598540145985401,,,,,,,,,0.014598540145985401,0.014598540145985401,,,,,,,,,,,,,,,,,0.058394160583941604
18.0,,,,,,,0.014598540145985401,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,0.043795620437956206
20.0,,,,,,,,,,,,,,,0.0072992700729927005,,,,0.014598540145985401,,,,,,,,,,,,0.021897810218978103
21.0,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,0.014598540145985401
23.0,,,0.0072992700729927005,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072992700729927005
24.0,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,0.014598540145985401
25.0,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,0.014598540145985401
28.0,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,0.014598540145985401,,,,0.029197080291970802
30.0,,,,,,,,,,,0.014598540145985401,,,,,0.014598540145985401,,,,,,,,,,,,,,,0.029197080291970802
34.0,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,0.014598540145985401
35.0,,,,0.014598540145985401,,,,,,,,,0.014598540145985401,,,0.014598540145985401,,,,,,,,,,,,,,,0.043795620437956206
36.0,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,0.014598540145985401
46.0,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,0.014598540145985401
48.0,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401
50.0,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,0.029197080291970802
52.0,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,0.014598540145985401
53.0,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,0.014598540145985401
59.0,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,0.014598540145985401
65.0,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,0.014598540145985401
69.0,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,0.014598540145985401
83.0,,,,,,,,,,,,0.014598540145985401,,,,0.014598540145985401,,,,,,,,,,,,,,,0.029197080291970802
108.0,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,0.014598540145985401
110.0,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,0.014598540145985401
113.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,0.014598540145985401
120.0,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401
121.0,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,0.014598540145985401
136.0,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,0.014598540145985401
138.0,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401
140.0,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,0.014598540145985401
155.0,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401
210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401,0.014598540145985401
211.0,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,,,,,,,,,,0.014598540145985401
221.0,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,,,,0.014598540145985401
416.0,,,,,,,,,,,,,,,,,0.014598540145985401,,,,,,,,,,,,,,0.014598540145985401
sum,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.072992700729927,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.043795620437956206,0.014598540145985401,0.029197080291970802,0.0875912408759124,0.043795620437956206,0.029197080291970802,0.0875912408759124,0.0072992700729927005,0.043795620437956206,0.043795620437956206,0.058394160583941604,0.0875912408759124,0.014598540145985401,0.029197080291970802,0.014598540145985401,0.014598540145985401,0.058394160583941604,0.029197080291970802,0.014598540145985401,0.043795620437956206,0.014598540145985401,0.014598540145985401,0.014598540145985401,0.9999999999999993
