duration,-26.250000000010985,-22.49999999999752,-16.250000000012086,-16.24999999999544,-14.999999999998348,-13.125000000005492,-13.124999999991616,-11.25000000002374,-10.000000000010001,-9.999999999998902,-9.9999999999989,-9.999999999998897,-6.250000000013189,-6.249999999985437,-4.999999999999449,-3.1250000000065947,-3.1250000000065934,3.124999999992717,3.1250000000065934,3.1250000000065947,3.125000000006596,4.999999999999449,5.000000000010552,6.250000000013187,6.250000000013189,6.25000000001319,9.999999999998897,9.9999999999989,10.000000000010001,11.25000000001264,12.499999999998625,13.125000000005492,13.125000000016597,16.250000000012086,20.0000000000089,26.25000000002209,29.9999999999967,33.74999999998241,All
1.0,,,,,,,,,,,0.052980132450331126,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,0.033112582781456956
2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.006622516556291391,,0.013245033112582781,,,,,,,,,,,,0.009933774834437087
3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,0.013245033112582781
4.0,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,0.026490066225165563,,,,,,,,,,,0.019867549668874173
5.0,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,0.013245033112582781
7.0,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,0.013245033112582781
9.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,0.013245033112582781,,,,,,,,,,,,0.013245033112582781
10.0,,,,,,,,,,,0.013245033112582781,,,,0.013245033112582781,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,0.013245033112582781
11.0,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,0.013245033112582781,,,,,0.013245033112582781
12.0,,,,,,,,,,,,0.013245033112582781,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,0.013245033112582781
13.0,,,,,,,,,,,,0.013245033112582781,,,,,,,,,0.013245033112582781,0.013245033112582781,,,,,0.013245033112582781,,,,,,,,,,,,0.013245033112582781
14.0,,,,,,,0.013245033112582781,,,,,,,,0.013245033112582781,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,0.013245033112582781
15.0,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,0.013245033112582781
16.0,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,0.013245033112582781
17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,0.013245033112582781
20.0,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
21.0,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,0.013245033112582781
27.0,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
29.0,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,0.013245033112582781
30.0,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
34.0,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
37.0,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,0.013245033112582781
40.0,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,0.013245033112582781
41.0,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,0.013245033112582781,,,,,,,,,,,,0.013245033112582781
44.0,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
46.0,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,0.013245033112582781
48.0,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,0.013245033112582781
49.0,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,0.013245033112582781
50.0,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
54.0,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,0.013245033112582781
61.0,,,,,,,,,,,,0.013245033112582781,,,,0.013245033112582781,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
68.0,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
69.0,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,0.013245033112582781
80.0,,,,,,,,0.013245033112582781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781
83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,,,,,,,,,0.013245033112582781
85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013245033112582781,,,,0.013245033112582781
